samples,mh,rejection,importance,smc
100,0.0106346394277,0.0535518300679,0.00952945979544,0.0105532003859
316,0.00697671748387,0.0255065952434,0.0167767775799,0.00921172364419
1000,0.0036628163045,0.0397483466625,0.00324162120047,0.00953568123586
3162,0.0042977792539,-0.0404153307707,0.0043346428469,0.00498028308868
10000,0.00447221904795,-0.0695820566195,0.00372656558261,0.00433608934948
