model,OwlPPL,WebPPL,Anglican,err-OwlPPL,err-WebPPL,err-Anglican
mh,182.0,768.0,486.333333333,3.695811443,34.4102672016,38.699546174
smc,184.0,764.0,257.0,3.33135941555,38.1850837661,3.20066659724
rej,6.66666666667,752.333333333,202.0,0.533444432873,21.4176445086,5.5437171645
