model,OwlPPL,WebPPL,Anglican,err-OwlPPL,err-WebPPL,err-Anglican
mh,508.333333333,799.666666667,615.0,9.25491501051,52.9912003876,17.5551043543
smc,518.666666667,746.666666667,452.666666667,9.30092149955,9.06855535884,7.96602414889
rej,4.66666666667,789.0,281.333333333,0.533444432873,54.8410973227,5.8678887616
