Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[10]    18.5    0.00    0.01       1         camlPpl__Helpers__loop_675 [10]
                0.01    0.00     100/100         camlPpl__Dist__sample_504 [8]
-----------------------------------------------
                0.00    0.01       1/1           camlDune__exe__Single_coin__entry [9]
[11]    18.5    0.00    0.01       1         camlPpl__Helpers__sample_mean_inner_8635 [11]
                0.00    0.01       1/1           camlPpl__Helpers__loop_675 [10]
-----------------------------------------------
                0.00    0.00       1/280031      unix_create_error_checking_mutex [81]
                0.00    0.00       1/280031      caml_thread_new_descriptor [66]
                0.00    0.00       1/280031      caml_mutex_new [80]
                0.00    0.00       1/280031      caml_ml_open_descriptor_in [79]
                0.00    0.00       2/280031      caml_ml_open_descriptor_out [67]
                0.00    0.00       2/280031      caml_ml_out_channels_list [52]
                0.00    0.00       3/280031      ctypes_copy_ldouble_complex [55]
                0.00    0.00       3/280031      integers_copy_uint32 [56]
                0.00    0.00       3/280031      integers_copy_uint64 [57]
                0.00    0.00       8/280031      ctypes_copy_ldouble [46]
                0.00    0.01  140001/280031      caml_copy_int32 [22]
                0.00    0.01  140005/280031      caml_ba_alloc [20]
[12]    15.0    0.00    0.01  280031         alloc_custom_gen [12]
                0.01    0.00  280031/420318      caml_alloc_small [5]
                0.00    0.00       5/24          caml_adjust_gc_speed [212]
                0.00    0.00       2/6           alloc_generic_table [237]
                0.00    0.00       1/1           caml_realloc_custom_table [448]
-----------------------------------------------
                                  21             caml_oldify_one [13]
                0.00    0.00      90/125023      caml_final_oldify_young_roots [37]
                0.00    0.00     110/125023      caml_thread_scan_roots [36]
                0.00    0.00     252/125023      caml_empty_minor_heap [4]
                0.00    0.00     494/125023      caml_scan_global_young_roots [35]
                0.00    0.00   28047/125023      caml_oldify_local_roots [26]
                0.01    0.00   96030/125023      caml_oldify_mopup [18]
[13]    14.3    0.01    0.00  125023+21      caml_oldify_one [13]
                0.00    0.00   72502/72589       caml_alloc_shr [119]
                                  21             caml_oldify_one [13]
-----------------------------------------------
                0.00    0.00       3/58          caml_gc_dispatch [3]
                0.00    0.00      12/58          caml_alloc_small [5]
                0.00    0.01      43/58          caml_garbage_collection [1]
[14]    14.3    0.00    0.01      58         caml_major_collection_slice [14]
                0.01    0.00      27/27          mark_slice [15]
                0.00    0.00     516/721         caml_gc_message [140]
                0.00    0.00      26/26          sweep_slice [210]
                0.00    0.00       3/3           start_cycle [287]
                0.00    0.00       2/3           caml_request_minor_gc [284]
                0.00    0.00       2/2           init_sweep_phase [315]
                0.00    0.00       2/2           clean_slice [314]
                0.00    0.00       2/2           caml_compact_heap_maybe [309]
-----------------------------------------------
                0.01    0.00      27/27          caml_major_collection_slice [14]
[15]    14.3    0.01    0.00      27         mark_slice [15]
                0.00    0.00  283824/502431      caml_page_table_lookup [94]
                0.00    0.00      54/721         caml_gc_message [140]
                0.00    0.00      11/11          caml_darken_all_roots_slice [230]
                0.00    0.00       6/6           generic_final_update [243]
                0.00    0.00       3/3           caml_final_update_clean_phase [278]
                0.00    0.00       3/3           caml_final_update_mark_phase [279]
                0.00    0.00       1/2           realloc_gray_vals [318]
-----------------------------------------------
                                                 <spontaneous>
[16]    14.3    0.01    0.00                 camlBase__Array__fill_2886 [16]
                0.00    0.00   70002/140003      camlPpl__Primitive_dists__fun_4741 [108]
                0.00    0.00   70002/140003      camlPpl__Primitive_dists__fun_4739 [107]
                0.00    0.00   70002/144793      caml_modify [100]
-----------------------------------------------
                                                 <spontaneous>
[17]    14.3    0.01    0.00                 camlBase__Array__of_list_map_2880 [17]
                0.00    0.00  140002/140010      camlStdlib__list__length_aux_83 [105]
                0.00    0.00   70001/140003      camlPpl__Primitive_dists__fun_4741 [108]
                0.00    0.00   70001/140003      camlPpl__Primitive_dists__fun_4739 [107]
-----------------------------------------------
                0.00    0.01      55/55          caml_empty_minor_heap [4]
[18]    11.0    0.00    0.01      55         caml_oldify_mopup [18]
                0.01    0.00   96030/125023      caml_oldify_one [13]
-----------------------------------------------
                0.00    0.00       1/210190      camlStdlib__random__new_state_85 [88]
                0.00    0.00       3/210190      camlStdlib__hashtbl__create_inner_1519 [60]
                0.00    0.00       4/210190      camlStdlib__parsing__entry [59]
                0.00    0.00       9/210190      camlStdlib__array__map_145 [47]
                0.00    0.00      23/210190      camlStdlib__array__of_list_178 [44]
                0.00    0.00     100/210190      camlStr__compile_742 [38]
                0.00    0.00   70023/210190      camlStdlib__array__init_101 [27]
                0.00    0.00  140027/210190      camlBase__Array0__create_887 [25]
[19]     7.8    0.00    0.01  210190         caml_make_vect [19]
                0.00    0.00  140166/420318      caml_alloc_small [5]
                0.00    0.00       1/110         caml_gc_dispatch [3]
                0.00    0.00  140166/140178      caml_alloc_small_with_my_or_given_profinfo [101]
                0.00    0.00   70108/502431      caml_page_table_lookup [94]
                0.00    0.00   70023/70154       caml_alloc [122]
                0.00    0.00       2/16          caml_check_urgent_gc [221]
                0.00    0.00       1/3           caml_request_minor_gc [284]
                0.00    0.00       1/72589       caml_alloc_shr [119]
-----------------------------------------------
                0.00    0.01  140005/140005      caml_ba_create [21]
[20]     7.5    0.00    0.01  140005         caml_ba_alloc [20]
                0.00    0.01  140005/280031      alloc_custom_gen [12]
                0.00    0.00  140005/140010      caml_alloc_custom_mem [106]
-----------------------------------------------
                0.00    0.00       5/140005      camlStdlib__bigarray__create_327 [49]
                0.00    0.01  140000/140005      camlOwl_stats_dist__multinomial_rvs_3743 [24]
[21]     7.5    0.00    0.01  140005         caml_ba_create [21]
                0.00    0.01  140005/140005      caml_ba_alloc [20]
-----------------------------------------------
                0.00    0.00       1/140001      core_unix_inet4_addr_to_int32_exn [78]
                0.00    0.01  140000/140001      camlOwl_stats_dist__fun_4502 [23]
[22]     7.5    0.00    0.01  140001         caml_copy_int32 [22]
                0.00    0.01  140001/280031      alloc_custom_gen [12]
                0.00    0.00  140001/140021      caml_alloc_custom [104]
-----------------------------------------------
                                                 <spontaneous>
[23]     7.5    0.00    0.01                 camlOwl_stats_dist__fun_4502 [23]
                0.00    0.01  140000/140001      caml_copy_int32 [22]
                0.00    0.00  140000/140000      caml_ba_get_N [111]
                0.00    0.00  140000/140000      caml_ba_get_generic [112]
-----------------------------------------------
                                                 <spontaneous>
[24]     7.5    0.00    0.01                 camlOwl_stats_dist__multinomial_rvs_3743 [24]
                0.00    0.01  140000/140005      caml_ba_create [21]
                0.00    0.00   70000/140000      camlStdlib__array__iteri_159 [110]
-----------------------------------------------
                                                 <spontaneous>
[25]     5.2    0.00    0.00                 camlBase__Array0__create_887 [25]
                0.00    0.00  140027/210190      caml_make_vect [19]
-----------------------------------------------
                0.00    0.00      55/55          caml_empty_minor_heap [4]
[26]     3.3    0.00    0.00      55         caml_oldify_local_roots [26]
                0.00    0.00   28047/125023      caml_oldify_one [13]
                0.00    0.00      55/55          caml_scan_global_young_roots [35]
                0.00    0.00      55/55          caml_final_oldify_young_roots [37]
-----------------------------------------------
                0.00    0.00       1/70023       camlBase__Char__entry [89]
                0.00    0.00       2/70023       camlCore__Syscall_result__Make_3980 [70]
                0.00    0.00      20/70023       camlBase_quickcheck__Generator__of_weighted_list_4616 [43]
                0.00    0.00   70000/70023       camlPpl__Primitive_dists__fun_4743 [28]
[27]     2.6    0.00    0.00   70023         camlStdlib__array__init_101 [27]
                0.00    0.00   70023/210190      caml_make_vect [19]
                0.00    0.00   70381/144793      caml_modify [100]
-----------------------------------------------
                0.00    0.00   70000/70000       camlPpl__Dist__sample_504 [8]
[28]     2.6    0.00    0.00   70000         camlPpl__Primitive_dists__fun_4743 [28]
                0.00    0.00   70000/70023       camlStdlib__array__init_101 [27]
-----------------------------------------------
                0.00    0.00       6/210306      caml_gc_quick_stat [86]
                0.00    0.00   70100/210306      camlPpl__Primitive_dists__fun_4722 [32]
                0.00    0.00   70100/210306      camlPpl__Primitive_dists__fun_4796 [33]
                0.00    0.00   70100/210306      camlPpl__Primitive_dists__fun_4799 [34]
[29]     1.6    0.00    0.00  210306         caml_copy_double [29]
                0.00    0.00       6/110         caml_gc_dispatch [3]
-----------------------------------------------
                0.00    0.00   70100/70100       camlPpl__Dist__sample_504 [8]
[30]     0.5    0.00    0.00   70100         camlPpl__Dist__fun_2539 [30]
                0.00    0.00   70100/70100       camlPpl__Primitive_dists__fun_4799 [34]
                0.00    0.00   70100/70106       camlPpl__Primitive_dists__pdf_1608 [123]
                0.00    0.00   70100/540422      caml_apply2 [93]
-----------------------------------------------
                0.00    0.00   70100/70100       camlPpl__Dist__sample_504 [8]
[31]     0.5    0.00    0.00   70100         camlPpl__Dist__fun_2542 [31]
                0.00    0.00   70100/70100       camlPpl__Primitive_dists__fun_4722 [32]
                0.00    0.00   70100/70100       camlDune__exe__Single_coin__fun_1862 [124]
-----------------------------------------------
                0.00    0.00   70100/70100       camlPpl__Dist__fun_2542 [31]
[32]     0.5    0.00    0.00   70100         camlPpl__Primitive_dists__fun_4722 [32]
                0.00    0.00   70100/210306      caml_copy_double [29]
-----------------------------------------------
                0.00    0.00   70100/70100       camlPpl__Dist__sample_504 [8]
[33]     0.5    0.00    0.00   70100         camlPpl__Primitive_dists__fun_4796 [33]
                0.00    0.00   70100/210306      caml_copy_double [29]
-----------------------------------------------
                0.00    0.00   70100/70100       camlPpl__Dist__fun_2539 [30]
[34]     0.5    0.00    0.00   70100         camlPpl__Primitive_dists__fun_4799 [34]
                0.00    0.00   70100/210306      caml_copy_double [29]
-----------------------------------------------
                0.00    0.00      55/55          caml_oldify_local_roots [26]
[35]     0.1    0.00    0.00      55         caml_scan_global_young_roots [35]
                0.00    0.00     494/125023      caml_oldify_one [13]
-----------------------------------------------
                                                 <spontaneous>
[36]     0.0    0.00    0.00                 caml_thread_scan_roots [36]
                0.00    0.00     110/125023      caml_oldify_one [13]
                0.00    0.00       6/152651      caml_darken [99]
-----------------------------------------------
                0.00    0.00      55/55          caml_oldify_local_roots [26]
[37]     0.0    0.00    0.00      55         caml_final_oldify_young_roots [37]
                0.00    0.00      90/125023      caml_oldify_one [13]
-----------------------------------------------
                                                 <spontaneous>
[38]     0.0    0.00    0.00                 camlStr__compile_742 [38]
                0.00    0.00     100/210190      caml_make_vect [19]
                0.00    0.00      50/50          camlStdlib__array__sub_120 [40]
                0.00    0.00      50/210         caml_init_ieee_floats [162]
                0.00    0.00      50/50          caml_bytes_equal [201]
                0.00    0.00      50/115         camlStdlib__bytes__copy_102 [173]
                0.00    0.00      50/50          camlStdlib__map__iter_345 [200]
-----------------------------------------------
                                                 <spontaneous>
[39]     0.0    0.00    0.00                 unix_error_of_code [39]
                0.00    0.00      52/420318      caml_alloc_small [5]
-----------------------------------------------
                0.00    0.00      50/50          camlStr__compile_742 [38]
[40]     0.0    0.00    0.00      50         camlStdlib__array__sub_120 [40]
                0.00    0.00      50/50          caml_array_sub [42]
-----------------------------------------------
                0.00    0.00      50/50          caml_array_sub [42]
[41]     0.0    0.00    0.00      50         caml_array_gather [41]
                0.00    0.00      50/420318      caml_alloc_small [5]
-----------------------------------------------
                0.00    0.00      50/50          camlStdlib__array__sub_120 [40]
[42]     0.0    0.00    0.00      50         caml_array_sub [42]
                0.00    0.00      50/50          caml_array_gather [41]
-----------------------------------------------
                                                 <spontaneous>
[43]     0.0    0.00    0.00                 camlBase_quickcheck__Generator__of_weighted_list_4616 [43]
                0.00    0.00      20/23          camlStdlib__array__of_list_178 [44]
                0.00    0.00      20/70023       camlStdlib__array__init_101 [27]
                0.00    0.00      20/23          camlStdlib__array__fill_183 [216]
-----------------------------------------------
                0.00    0.00       3/23          camlBase_quickcheck__Generator__of_list_4455 [61]
                0.00    0.00      20/23          camlBase_quickcheck__Generator__of_weighted_list_4616 [43]
[44]     0.0    0.00    0.00      23         camlStdlib__array__of_list_178 [44]
                0.00    0.00      23/210190      caml_make_vect [19]
                0.00    0.00      23/23          camlStdlib__array__list_length_174 [217]
-----------------------------------------------
                0.00    0.00       1/13          camlSexplib__Parser__entry [84]
                0.00    0.00       1/13          camlSexplib__Parser_with_layout__entry [85]
                0.00    0.00       1/13          camlParsexp__Parser_automaton__entry [83]
                0.00    0.00       1/13          camlStdlib__random__entry [82]
                0.00    0.00       2/13          camlOwl_dense_matrix_generic__entry [48]
                0.00    0.00       3/13          camlCore_kernel__Date0__entry [58]
                0.00    0.00       4/13          camlBase__Pow_overflow_bounds__entry [53]
[45]     0.0    0.00    0.00      13         caml_obj_dup [45]
                0.00    0.00      12/420318      caml_alloc_small [5]
                0.00    0.00     400/14264       caml_initialize [134]
                0.00    0.00      12/140178      caml_alloc_small_with_my_or_given_profinfo [101]
                0.00    0.00       1/72589       caml_alloc_shr [119]
-----------------------------------------------
                                                 <spontaneous>
[46]     0.0    0.00    0.00                 ctypes_copy_ldouble [46]
                0.00    0.00       8/280031      alloc_custom_gen [12]
                0.00    0.00       8/140021      caml_alloc_custom [104]
-----------------------------------------------
                                  10             camlStdlib__array__map_145 [47]
                0.00    0.00       1/3           camlTyperep_lib__Std_internal__entry [62]
                0.00    0.00       2/3           camlOwl_dense_matrix_generic__entry [48]
[47]     0.0    0.00    0.00       3+10      camlStdlib__array__map_145 [47]
                0.00    0.00       9/210190      caml_make_vect [19]
                0.00    0.00      50/51          camlCamlinternalMod__init_mod_159 [198]
                0.00    0.00      50/50          camlCamlinternalMod__fun_525 [199]
                0.00    0.00      43/144793      caml_modify [100]
                                  10             camlStdlib__array__map_145 [47]
-----------------------------------------------
                                                 <spontaneous>
[48]     0.0    0.00    0.00                 camlOwl_dense_matrix_generic__entry [48]
                0.00    0.00       2/3           camlStdlib__array__map_145 [47]
                0.00    0.00       2/13          caml_obj_dup [45]
-----------------------------------------------
                0.00    0.00       1/5           camlCore__Core_unix__entry [75]
                0.00    0.00       1/5           camlSexplib__Pre_sexp__entry [77]
                0.00    0.00       1/5           camlBin_prot__Read__entry [74]
                0.00    0.00       2/5           camlSexplib__Conv__entry [65]
[49]     0.0    0.00    0.00       5         camlStdlib__bigarray__create_327 [49]
                0.00    0.00       5/140005      caml_ba_create [21]
-----------------------------------------------
                0.00    0.00       1/1           caml_program [6]
[50]     0.0    0.00    0.00       1         camlStd_exit__entry [50]
                0.00    0.00       1/1           camlStdlib__flush_all_212 [51]
                0.00    0.00       8/8           camlStdlib__fun_882 [234]
                0.00    0.00       1/1           camlStdlib__iter_213 [382]
-----------------------------------------------
                0.00    0.00       1/1           camlStd_exit__entry [50]
[51]     0.0    0.00    0.00       1         camlStdlib__flush_all_212 [51]
                0.00    0.00       1/1           caml_ml_out_channels_list [52]
-----------------------------------------------
                0.00    0.00       1/1           camlStdlib__flush_all_212 [51]
[52]     0.0    0.00    0.00       1         caml_ml_out_channels_list [52]
                0.00    0.00       2/420318      caml_alloc_small [5]
                0.00    0.00       2/280031      alloc_custom_gen [12]
                0.00    0.00       2/140010      caml_alloc_custom_mem [106]
-----------------------------------------------
                                                 <spontaneous>
[53]     0.0    0.00    0.00                 camlBase__Pow_overflow_bounds__entry [53]
                0.00    0.00       4/13          caml_obj_dup [45]
-----------------------------------------------
                0.00    0.00       1/1           caml_program [6]
[54]     0.0    0.00    0.00       1         camlStdlib__entry [54]
                0.00    0.00       2/2           caml_ml_open_descriptor_out [67]
                0.00    0.00       1/1           caml_ml_open_descriptor_in [79]
                0.00    0.00       6/18          caml_int64_float_of_bits_unboxed [219]
                0.00    0.00       2/7           caml_register_named_value [236]
                0.00    0.00       1/134         caml_fresh_oo_id [171]
-----------------------------------------------
                                                 <spontaneous>
[55]     0.0    0.00    0.00                 ctypes_copy_ldouble_complex [55]
                0.00    0.00       3/280031      alloc_custom_gen [12]
                0.00    0.00       3/140021      caml_alloc_custom [104]
-----------------------------------------------
                                                 <spontaneous>
[56]     0.0    0.00    0.00                 integers_copy_uint32 [56]
                0.00    0.00       3/280031      alloc_custom_gen [12]
                0.00    0.00       3/140021      caml_alloc_custom [104]
-----------------------------------------------
                                                 <spontaneous>
[57]     0.0    0.00    0.00                 integers_copy_uint64 [57]
                0.00    0.00       3/280031      alloc_custom_gen [12]
                0.00    0.00       3/140021      caml_alloc_custom [104]
-----------------------------------------------
                                                 <spontaneous>
[58]     0.0    0.00    0.00                 camlCore_kernel__Date0__entry [58]
                0.00    0.00       3/13          caml_obj_dup [45]
                0.00    0.00       2/144793      caml_modify [100]
                0.00    0.00       1/540422      caml_apply2 [93]
-----------------------------------------------
                0.00    0.00       1/1           caml_program [6]
[59]     0.0    0.00    0.00       1         camlStdlib__parsing__entry [59]
                0.00    0.00       4/210190      caml_make_vect [19]
                0.00    0.00       2/134         caml_fresh_oo_id [171]
-----------------------------------------------
                0.00    0.00       1/3           camlUnix__entry [92]
                0.00    0.00       1/3           camlPpx_inline_test_lib__Runtime__entry [91]
                0.00    0.00       1/3           camlPpx_bench_lib__Benchmark_accumulator__entry [90]
[60]     0.0    0.00    0.00       3         camlStdlib__hashtbl__create_inner_1519 [60]
                0.00    0.00       3/210190      caml_make_vect [19]
                0.00    0.00       3/3           camlStdlib__hashtbl__power_2_above_338 [269]
-----------------------------------------------
                                                 <spontaneous>
[61]     0.0    0.00    0.00                 camlBase_quickcheck__Generator__of_list_4455 [61]
                0.00    0.00       3/23          camlStdlib__array__of_list_178 [44]
                0.00    0.00       3/23          camlStdlib__array__fill_183 [216]
-----------------------------------------------
                                                 <spontaneous>
[62]     0.0    0.00    0.00                 camlTyperep_lib__Std_internal__entry [62]
                0.00    0.00       1/3           camlStdlib__array__map_145 [47]
                0.00    0.00       1/51          camlCamlinternalMod__init_mod_159 [198]
                0.00    0.00       1/1           camlCamlinternalMod__update_mod_227 [333]
-----------------------------------------------
                0.00    0.00       1/2           camlStdlib__random__make_self_init_258 [68]
                0.00    0.00       1/2           camlStdlib__random__self_init_453 [71]
[63]     0.0    0.00    0.00       2         caml_sys_random_seed [63]
                0.00    0.00       2/420318      caml_alloc_small [5]
-----------------------------------------------
                0.00    0.00       1/1           caml_program [6]
[64]     0.0    0.00    0.00       1         camlStdlib__sys__entry [64]
                0.00    0.00       1/1           caml_sys_get_argv [72]
                0.00    0.00       1/1           caml_sys_get_config [73]
                0.00    0.00       1/134         caml_fresh_oo_id [171]
-----------------------------------------------
                                                 <spontaneous>
[65]     0.0    0.00    0.00                 camlSexplib__Conv__entry [65]
                0.00    0.00       2/5           camlStdlib__bigarray__create_327 [49]
-----------------------------------------------
                                                 <spontaneous>
[66]     0.0    0.00    0.00                 caml_thread_new_descriptor [66]
                0.00    0.00       1/420318      caml_alloc_small [5]
                0.00    0.00       1/280031      alloc_custom_gen [12]
                0.00    0.00       1/559         caml_stat_alloc_noexc [142]
                0.00    0.00       1/140021      caml_alloc_custom [104]
-----------------------------------------------
                0.00    0.00       2/2           camlStdlib__entry [54]
[67]     0.0    0.00    0.00       2         caml_ml_open_descriptor_out [67]
                0.00    0.00       2/280031      alloc_custom_gen [12]
                0.00    0.00       2/3           caml_open_descriptor_in [283]
                0.00    0.00       2/140010      caml_alloc_custom_mem [106]
-----------------------------------------------
                0.00    0.00       1/1           camlBase__Random__make_self_init_1257 [69]
[68]     0.0    0.00    0.00       1         camlStdlib__random__make_self_init_258 [68]
                0.00    0.00       1/2           caml_sys_random_seed [63]
                0.00    0.00       1/1           camlStdlib__random__new_state_85 [88]
                0.00    0.00       1/2           camlStdlib__random__full_init_138 [307]
-----------------------------------------------
                                                 <spontaneous>
[69]     0.0    0.00    0.00                 camlBase__Random__make_self_init_1257 [69]
                0.00    0.00       1/1           camlStdlib__random__make_self_init_258 [68]
-----------------------------------------------
                                                 <spontaneous>
[70]     0.0    0.00    0.00                 camlCore__Syscall_result__Make_3980 [70]
                0.00    0.00       2/70023       camlStdlib__array__init_101 [27]
-----------------------------------------------
                0.00    0.00       1/1           camlOwl_stats_prng__self_init_86 [76]
[71]     0.0    0.00    0.00       1         camlStdlib__random__self_init_453 [71]
                0.00    0.00       1/2           caml_sys_random_seed [63]
-----------------------------------------------
                0.00    0.00       1/1           camlStdlib__sys__entry [64]
[72]     0.0    0.00    0.00       1         caml_sys_get_argv [72]
                0.00    0.00       1/420318      caml_alloc_small [5]
                0.00    0.00       1/4           caml_copy_string [256]
                0.00    0.00       1/1           caml_alloc_array [421]
-----------------------------------------------
                0.00    0.00       1/1           camlStdlib__sys__entry [64]
[73]     0.0    0.00    0.00       1         caml_sys_get_config [73]
                0.00    0.00       1/420318      caml_alloc_small [5]
                0.00    0.00       1/4           caml_copy_string [256]
-----------------------------------------------
                                                 <spontaneous>
[74]     0.0    0.00    0.00                 camlBin_prot__Read__entry [74]
                0.00    0.00       1/5           camlStdlib__bigarray__create_327 [49]
                0.00    0.00       1/38          caml_int64_bits_of_float_unboxed [207]
-----------------------------------------------
                                                 <spontaneous>
[75]     0.0    0.00    0.00                 camlCore__Core_unix__entry [75]
                0.00    0.00       1/5           camlStdlib__bigarray__create_327 [49]
                0.00    0.00      14/134         caml_fresh_oo_id [171]
                0.00    0.00       2/144793      caml_modify [100]
-----------------------------------------------
                                                 <spontaneous>
[76]     0.0    0.00    0.00                 camlOwl_stats_prng__self_init_86 [76]
                0.00    0.00       1/1           camlStdlib__random__self_init_453 [71]
                0.00    0.00       1/2           camlStdlib__random__full_init_138 [307]
                0.00    0.00       1/1           camlStdlib__random__intaux_268 [407]
                0.00    0.00       1/1           camlStdlib__random__int_273 [406]
-----------------------------------------------
                                                 <spontaneous>
[77]     0.0    0.00    0.00                 camlSexplib__Pre_sexp__entry [77]
                0.00    0.00       1/5           camlStdlib__bigarray__create_327 [49]
                0.00    0.00       6/134         caml_fresh_oo_id [171]
-----------------------------------------------
                                                 <spontaneous>
[78]     0.0    0.00    0.00                 core_unix_inet4_addr_to_int32_exn [78]
                0.00    0.00       1/140001      caml_copy_int32 [22]
                0.00    0.00       1/401         caml_string_length [147]
-----------------------------------------------
                0.00    0.00       1/1           camlStdlib__entry [54]
[79]     0.0    0.00    0.00       1         caml_ml_open_descriptor_in [79]
                0.00    0.00       1/280031      alloc_custom_gen [12]
                0.00    0.00       1/3           caml_open_descriptor_in [283]
                0.00    0.00       1/140010      caml_alloc_custom_mem [106]
-----------------------------------------------
                                                 <spontaneous>
[80]     0.0    0.00    0.00                 caml_mutex_new [80]
                0.00    0.00       1/280031      alloc_custom_gen [12]
                0.00    0.00       1/140021      caml_alloc_custom [104]
-----------------------------------------------
                                                 <spontaneous>
[81]     0.0    0.00    0.00                 unix_create_error_checking_mutex [81]
                0.00    0.00       1/280031      alloc_custom_gen [12]
                0.00    0.00       1/531         caml_stat_alloc [143]
                0.00    0.00       1/140021      caml_alloc_custom [104]
-----------------------------------------------
                0.00    0.00       1/1           caml_program [6]
[82]     0.0    0.00    0.00       1         camlStdlib__random__entry [82]
                0.00    0.00       1/13          caml_obj_dup [45]
-----------------------------------------------
                                                 <spontaneous>
[83]     0.0    0.00    0.00                 camlParsexp__Parser_automaton__entry [83]
                0.00    0.00       1/13          caml_obj_dup [45]
                0.00    0.00    6912/14264       caml_initialize [134]
                0.00    0.00       1/16          caml_check_urgent_gc [221]
                0.00    0.00       1/70154       caml_alloc [122]
-----------------------------------------------
                                                 <spontaneous>
[84]     0.0    0.00    0.00                 camlSexplib__Parser__entry [84]
                0.00    0.00       1/13          caml_obj_dup [45]
-----------------------------------------------
                                                 <spontaneous>
[85]     0.0    0.00    0.00                 camlSexplib__Parser_with_layout__entry [85]
                0.00    0.00       1/13          caml_obj_dup [45]
-----------------------------------------------
                0.00    0.00       2/2           camlPpx_module_timer_runtime__create_2087 [87]
[86]     0.0    0.00    0.00       2         caml_gc_quick_stat [86]
                0.00    0.00       6/210306      caml_copy_double [29]
                0.00    0.00      32/144793      caml_modify [100]
                0.00    0.00       2/70154       caml_alloc [122]
                0.00    0.00       2/3           caml_alloc_tuple [272]
                0.00    0.00       2/2           caml_stack_usage [312]
-----------------------------------------------
                                                 <spontaneous>
[87]     0.0    0.00    0.00                 camlPpx_module_timer_runtime__create_2087 [87]
                0.00    0.00       2/2           caml_gc_quick_stat [86]
-----------------------------------------------
                0.00    0.00       1/1           camlStdlib__random__make_self_init_258 [68]
[88]     0.0    0.00    0.00       1         camlStdlib__random__new_state_85 [88]
                0.00    0.00       1/210190      caml_make_vect [19]
-----------------------------------------------
                                                 <spontaneous>
[89]     0.0    0.00    0.00                 camlBase__Char__entry [89]
                0.00    0.00       1/70023       camlStdlib__array__init_101 [27]
                0.00    0.00       1/2           camlStdlib__array__tolist_171 [294]
                0.00    0.00       1/2           camlStdlib__array__to_list_169 [293]
-----------------------------------------------
                                                 <spontaneous>
[90]     0.0    0.00    0.00                 camlPpx_bench_lib__Benchmark_accumulator__entry [90]
                0.00    0.00       1/3           camlStdlib__hashtbl__create_inner_1519 [60]
                0.00    0.00       2/15          caml_sys_getenv [227]
                0.00    0.00       1/210         caml_init_ieee_floats [162]
                0.00    0.00       1/159         caml_string_equal [166]
-----------------------------------------------
                                                 <spontaneous>
[91]     0.0    0.00    0.00                 camlPpx_inline_test_lib__Runtime__entry [91]
                0.00    0.00       1/3           camlStdlib__hashtbl__create_inner_1519 [60]
                0.00    0.00       3/15          caml_sys_getenv [227]
                0.00    0.00       1/2           camlStdlib__array__tolist_171 [294]
                0.00    0.00       1/2           camlStdlib__array__to_list_169 [293]
-----------------------------------------------
                                                 <spontaneous>
[92]     0.0    0.00    0.00                 camlUnix__entry [92]
                0.00    0.00       1/3           camlStdlib__hashtbl__create_inner_1519 [60]
                0.00    0.00       1/134         caml_fresh_oo_id [171]
                0.00    0.00       1/3           camlStdlib__printexc__register_printer_386 [271]
                0.00    0.00       1/3           camlStdlib__callback__register_exception_153 [266]
-----------------------------------------------
                0.00    0.00       1/540422      camlDune__exe__Single_coin__entry [9]
                0.00    0.00       1/540422      camlPpl__Dist__continuous_uniform_501 [340]
                0.00    0.00       1/540422      camlPpl__Dist__prior1_613 [342]
                0.00    0.00       1/540422      camlPpl__Enum__entry [343]
                0.00    0.00       1/540422      camlPpl__Mh__mh$27_3700 [349]
                0.00    0.00       1/540422      camlCore_kernel__Quickcheck__entry [10252]
                0.00    0.00       1/540422      camlCore_kernel__Day_of_week__entry [8654]
                0.00    0.00       1/540422      camlCore_kernel__Date0__gen_uniform_incl_43880 [8605]
                0.00    0.00       1/540422      camlCore_kernel__Date0__entry [58]
                0.00    0.00       1/540422      camlCore_kernel__Ofday_float__gen_incl_33852 [9812]
                0.00    0.00       1/540422      camlCore_kernel__Ofday_ns__entry [9855]
                0.00    0.00       1/540422      camlCore_kernel__Command__entry [7887]
                0.00    0.00       1/540422      camlBase_quickcheck__Generator__float_exponent_weighted_low_11141 [4936]
                0.00    0.00       1/540422      camlBase_quickcheck__Generator__float_exponent_weighted_high_11145 [4935]
                0.00    0.00       1/540422      camlBase_quickcheck__Test__entry [5143]
                0.00    0.00       1/540422      camlBase__Avltree__fun_1292 [891]
                0.00    0.00       1/540422      camlCamlinternalLazy__force_lazy_block_153 [331]
                0.00    0.00       2/540422      camlPpl__Enum__fun_3873 [238]
                0.00    0.00       2/540422      camlPpl__Mh__mh_937 [350]
                0.00    0.00       2/540422      camlBase__List__range$27_inner_5517 [2587]
                0.00    0.00       3/540422      camlBase__Set__aux_3490 [3848]
                0.00    0.00       3/540422      camlBase__Queue__fold_2326 [3483]
                0.00    0.00       4/540422      camlBase__Map__fun_26792 [2788]
                0.00    0.00       4/540422      camlBase__Hashtbl__mem_3258 [1732]
                0.00    0.00       5/540422      camlBase__Map__find_23089 [2716]
                0.00    0.00       6/540422      camlPpl__Enum__fun_3876 [239]
                0.00    0.00       6/540422      camlBase__Map__find_and_add_or_set_22884 [2719]
                0.00    0.00      10/540422      camlBase_quickcheck__Generator__non_uniform_8540 [5033]
